task;task.short_description;Urgency;task.business_duration
INC0401649;BOAIS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;380
INC0401650;CFPLSA02WEB:mon_WEB_APACHE_URL_CFPLSA02WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.103:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;231
INC0401650;CFPLSA02WEB:mon_WEB_APACHE_URL_CFPLSA02WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.103:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;231
INC0401650;CFPLSA02WEB:mon_WEB_APACHE_URL_CFPLSA02WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.103:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;231
INC0401651;BOAIS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;243
INC0401652;CFPLSA02WEB:mon_WEB_APACHE_URL_CFPLSA02WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.103:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;243
INC0401652;CFPLSA02WEB:mon_WEB_APACHE_URL_CFPLSA02WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.103:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;243
INC0401652;CFPLSA02WEB:mon_WEB_APACHE_URL_CFPLSA02WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.103:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;243
INC0401653;CFPLSA01WEB:mon_WEB_APACHE_URL_CFPLSA01WEB_SADD_downloadDocumentsById TRIGGERED EVENT: http://10.15.76.102:8080/SADD/downloadDocumentsById is DOWN on CFPLAGW011;Some;241
INC0401653;CFPLSA01WEB:mon_WEB_APACHE_URL_CFPLSA01WEB_SADD_downloadDocumentsById TRIGGERED EVENT: http://10.15.76.102:8080/SADD/downloadDocumentsById is DOWN on CFPLAGW011;Some;241
INC0401653;CFPLSA01WEB:mon_WEB_APACHE_URL_CFPLSA01WEB_SADD_downloadDocumentsById TRIGGERED EVENT: http://10.15.76.102:8080/SADD/downloadDocumentsById is DOWN on CFPLAGW011;Some;241
INC0401654;CFPLSA01WEB:mon_WEB_APACHE_URL_CFPLSA01WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.102:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;371
INC0401654;CFPLSA01WEB:mon_WEB_APACHE_URL_CFPLSA01WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.102:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;371
INC0401654;CFPLSA01WEB:mon_WEB_APACHE_URL_CFPLSA01WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.102:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;371
INC0401655;CFPLSA02WEB:mon_WEB_APACHE_URL_CFPLSA02WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.103:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;240
INC0401655;CFPLSA02WEB:mon_WEB_APACHE_URL_CFPLSA02WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.103:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;240
INC0401655;CFPLSA02WEB:mon_WEB_APACHE_URL_CFPLSA02WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.103:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;240
INC0401656;CFPLSA01WEB:mon_WEB_APACHE_URL_CFPLSA01WEB_SADD_downloadDocumentsById TRIGGERED EVENT: http://10.15.76.102:8080/SADD/downloadDocumentsById is DOWN on CFPLAGW011;Some;238
INC0401656;CFPLSA01WEB:mon_WEB_APACHE_URL_CFPLSA01WEB_SADD_downloadDocumentsById TRIGGERED EVENT: http://10.15.76.102:8080/SADD/downloadDocumentsById is DOWN on CFPLAGW011;Some;238
INC0401656;CFPLSA01WEB:mon_WEB_APACHE_URL_CFPLSA01WEB_SADD_downloadDocumentsById TRIGGERED EVENT: http://10.15.76.102:8080/SADD/downloadDocumentsById is DOWN on CFPLAGW011;Some;238
INC0401657;CFPLSA01WEB:mon_WEB_APACHE_URL_CFPLSA01WEB_SADD_getDocumentsByUser TRIGGERED EVENT: http://10.15.76.102:8080/SADD/getDocumentsByUser is DOWN on CFPLAGW011 WITH ;Some;237
INC0401657;CFPLSA01WEB:mon_WEB_APACHE_URL_CFPLSA01WEB_SADD_getDocumentsByUser TRIGGERED EVENT: http://10.15.76.102:8080/SADD/getDocumentsByUser is DOWN on CFPLAGW011 WITH ;Some;237
INC0401657;CFPLSA01WEB:mon_WEB_APACHE_URL_CFPLSA01WEB_SADD_getDocumentsByUser TRIGGERED EVENT: http://10.15.76.102:8080/SADD/getDocumentsByUser is DOWN on CFPLAGW011 WITH ;Some;237
INC0401658;CFPLSA02WEB:mon_WEB_APACHE_URL_CFPLSA02WEB_SADD_downloadDocumentsById TRIGGERED EVENT: http://10.15.76.103:8080/SADD/downloadDocumentsById is DOWN on CFPLAGW012;Some;236
INC0401658;CFPLSA02WEB:mon_WEB_APACHE_URL_CFPLSA02WEB_SADD_downloadDocumentsById TRIGGERED EVENT: http://10.15.76.103:8080/SADD/downloadDocumentsById is DOWN on CFPLAGW012;Some;236
INC0401658;CFPLSA02WEB:mon_WEB_APACHE_URL_CFPLSA02WEB_SADD_downloadDocumentsById TRIGGERED EVENT: http://10.15.76.103:8080/SADD/downloadDocumentsById is DOWN on CFPLAGW012;Some;236
INC0401659;CFPLSA01WEB:mon_WEB_APACHE_URL_CFPLSA01WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.102:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;235
INC0401659;CFPLSA01WEB:mon_WEB_APACHE_URL_CFPLSA01WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.102:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;235
INC0401659;CFPLSA01WEB:mon_WEB_APACHE_URL_CFPLSA01WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.102:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;235
INC0401660;CFPLSA02WEB:mon_WEB_APACHE_URL_CFPLSA02WEB_SADD_getDocumentsByUser TRIGGERED EVENT: http://10.15.76.103:8080/SADD/getDocumentsByUser is DOWN on CFPLAGW012 WITH ;Some;235
INC0401660;CFPLSA02WEB:mon_WEB_APACHE_URL_CFPLSA02WEB_SADD_getDocumentsByUser TRIGGERED EVENT: http://10.15.76.103:8080/SADD/getDocumentsByUser is DOWN on CFPLAGW012 WITH ;Some;235
INC0401660;CFPLSA02WEB:mon_WEB_APACHE_URL_CFPLSA02WEB_SADD_getDocumentsByUser TRIGGERED EVENT: http://10.15.76.103:8080/SADD/getDocumentsByUser is DOWN on CFPLAGW012 WITH ;Some;235
INC0401661;SOPRZABBD02:mon_SO_UNIX_FS_pfree_$1_CSGI TRIGGERED EVENT: SOPRZABBD02 /backup_bd low free space 85% WITH VALUE:14.9686;Not immediate;2059
INC0401662;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:165389;Some;378
INC0401662;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:165389;Some;378
INC0401663;BOAIS1:mon_BD_ORACLE_query[auto_discovery_60,dgrp.lld,status] TRIGGERED EVENT: zbxora[query,auto_discovery_60,dgrp.lld] failed WITH VALUE:1013;Not immediate;3629
INC0401664;BOAIS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;375
INC0401665;BOAIS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;368
INC0401666;DMDB11:mon_BD_ORACLE_query[my_checks_05m,lista_bloqueos,status] TRIGGERED EVENT: zbxora[query,my_checks_05m,lista_bloqueos] failed WITH VALUE:1489;Not immediate;239
INC0401667;DMDB12:mon_BD_ORACLE_query[my_checks_05m,lista_bloqueos,status] TRIGGERED EVENT: zbxora[query,my_checks_05m,lista_bloqueos] failed WITH VALUE:1489;Not immediate;239
INC0401668;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:3;Some;109
INC0401668;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:3;Some;109
INC0401669;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:4;Some;108
INC0401669;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:4;Some;108
INC0401670;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:3;Some;108
INC0401670;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:3;Some;108
INC0401671;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;4008
INC0401671;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;4008
INC0401672;BOSONAPS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;369
INC0401673;BOAIS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;366
INC0401674;BOAIS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;248
INC0401675;BOSONAPS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;237
INC0401676;BOAIS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;374
INC0401677;BOSONAPS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;373
INC0401678;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;378
INC0401678;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;378
INC0401679;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;17718
INC0401679;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;17718
INC0401680;soprplaut01:mon_SO_UNIX_CPU $2 time TRIGGERED EVENT: Disk I/O is overloaded on SOPRPLAUT01 WITH VALUE:39.5361;Not immediate;928
INC0401681;BOSONAPS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;239
INC0401682;BOSONAPS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;638
INC0401683;BOAIS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;1028
INC0401684;BOSONAPS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;376
INC0401685;BOSONAPS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;254
INC0401686;BOAIS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;249
INC0401687;BOSONAPS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;237
INC0401688;BOSONAPS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;242
INC0401689;CFPWSQL01:mon_SO_WIN_Free disk space on $1 (percentage) TRIGGERED EVENT: Free disk space is less than 20% on volume J: WITH VALUE:17.0596;Not immediate;25380
INC0401690;CFPWSQL01:mon_SO_WIN_Free disk space on $1 (percentage) TRIGGERED EVENT: Free disk space is less than 15% on volume J: WITH VALUE:13.2787;Some;25241
INC0401690;CFPWSQL01:mon_SO_WIN_Free disk space on $1 (percentage) TRIGGERED EVENT: Free disk space is less than 15% on volume J: WITH VALUE:13.2787;Some;25241
INC0401691;BOSONAPS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;234
INC0401692;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;2973
INC0401692;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;2973
INC0401693;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;232
INC0401693;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;232
INC0401694;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;18791
INC0401694;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;18791
INC0401695;CFPLKBW016:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLKBW016 WITH VALUE:2.3550;Some;113
INC0401695;CFPLKBW016:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLKBW016 WITH VALUE:2.3550;Some;113
INC0401696;BOAIS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;620
INC0401697;BOSONAPS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;1009
INC0401698;BOAIS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;241
INC0401699;BOSONAPS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;243
INC0401700;BOAIS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;241
INC0401701;BOSONAPS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;252
INC0401702;BOAIS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;252
INC0401703;BOSONAPS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;236
INC0401704;BOAIS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;236
INC0401705;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;1546
INC0401705;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;1546
INC0401706;BOSONAPS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;381
INC0401707;BOAIS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;380
INC0401708;BOAIS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;245
INC0401709;BOSONAPS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;245
INC0401710;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;19726
INC0401710;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;19726
INC0401711;BOSONAPS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;377
INC0401712;BOAIS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;377
INC0401713;BOAIS1:mon_BD_ORACLE_query[auto_discovery_60,dgrp.lld,status] TRIGGERED EVENT: zbxora[query,auto_discovery_60,dgrp.lld] failed WITH VALUE:1013;Not immediate;3595
INC0401714;BOSONAPS1:mon_BD_ORACLE_query[auto_discovery_60,dgrp.lld,status] TRIGGERED EVENT: zbxora[query,auto_discovery_60,dgrp.lld] failed WITH VALUE:1013;Not immediate;7484
INC0401715;BOSONAPS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;377
INC0401716;BOSONAPS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;365
INC0401717;CFPLMYSQL01DRBD1:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:3308;Some;115
INC0401717;CFPLMYSQL01DRBD1:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:3308;Some;115
INC0401718;BOSONAPS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;376
INC0401719;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;764
INC0401719;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;764
INC0401720;SOPRWSUS01:mon_SO_WIN_Processor load (1 min average) TRIGGERED EVENT: Processor load is too high on SOPRWSUS01 WITH VALUE:12.6000;Some;242
INC0401720;SOPRWSUS01:mon_SO_WIN_Processor load (1 min average) TRIGGERED EVENT: Processor load is too high on SOPRWSUS01 WITH VALUE:12.6000;Some;242
INC0401721;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;102
INC0401721;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;102
INC0401722;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;244
INC0401722;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;244
INC0401723;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;20073
INC0401723;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;20073
INC0401724;BOAIS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;240
INC0401725;BOSONAPS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;240
INC0401726;BOSONAPS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;110
INC0401727;BOAIS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;110
INC0401728;BOSONAPS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;110
INC0401729;BOAIS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;239
INC0401730;BOAIS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;382
INC0401731;BOSONAPS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;369
INC0401732;DMDB12:mon_BD_ORACLE_query[checks_60m,p_ts_rw,status] TRIGGERED EVENT: zbxora[query,checks_60m,p_ts_rw] failed WITH VALUE:1013;Not immediate;3618
INC0401733;BOSONAPS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;380
INC0401734;BOSONAPS1:mon_BD_ORACLE_query[auto_discovery_60,dgrp.lld,status] TRIGGERED EVENT: zbxora[query,auto_discovery_60,dgrp.lld] failed WITH VALUE:1013;Not immediate;3748
INC0401735;BOAIS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;244
INC0401736;BOAIS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;250
INC0401737;CFPWDC02.cgcof.inet:mon_SO_WIN_Processor load (1 min average) TRIGGERED EVENT: Processor load is too high on CFPWDC02.cgcof.inet WITH VALUE:6.0000;Some;110
INC0401737;CFPWDC02.cgcof.inet:mon_SO_WIN_Processor load (1 min average) TRIGGERED EVENT: Processor load is too high on CFPWDC02.cgcof.inet WITH VALUE:6.0000;Some;110
INC0401738;BOSONAPS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;760
INC0401739;BOAIS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;760
INC0401740;BOAIS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;249
INC0401741;BOSONAPS1:mon_BD_ORACLE_query[checks_05m,dgrp.used,status] TRIGGERED EVENT: zbxora[query,checks_05m,dgrp.used] failed WITH VALUE:1013;Not immediate;241
INC0401742;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;113
INC0401742;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;113
INC0401743;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;385
INC0401743;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;385
INC0401744;SOPRWSUS01:mon_SO_WIN_Free swap space TRIGGERED EVENT: Lack of free swap space on SOPRWSUS01 WITH VALUE:0;Some;19689
